x	y
-1.33683 26.53114
-0.94485 26.21602
-0.95463 26.24232
-1.10286 26.45162
-1.73445 27.49128
-0.08075 24.82140
0.62491 25.74520
-0.05310 25.47041
1.53938 24.21806
-1.14855 27.02345
0.68234 25.06177
-0.68292 26.47213
0.34282 26.93250
0.12586 27.35128
0.92555 27.20921
-0.20674 26.87828
-0.15890 25.79764
-0.33263 26.45580
-1.46439 26.67347
-1.76734 27.58535
1.51859 24.15383
0.55156 23.69384
-0.50313 27.65572
0.07353 25.06416
1.66023 26.99447
1.28964 25.84032
0.00307 25.44649
1.31747 26.51327
-0.93627 27.07551
2.01032 26.47840
-0.23753 27.18447
-2.10685 25.84184
0.71364 26.21363
-0.39692 26.12902
-0.91275 27.26051
-0.05014 24.66359
1.13595 24.36571
-0.83291 26.29855
-0.11913 26.09955
0.13073 27.08269
-1.17129 25.44958
1.15981 23.67985
0.48542 26.35834
0.53837 25.41681
0.86673 25.46314
0.20823 27.14803
-1.21528 24.46261
-1.82031 27.17854
-0.31148 26.31499
1.27786 25.43701
0.83345 23.70992
-0.96123 27.40211
0.72338 24.70939
1.71368 23.35995
-0.21715 25.98890
0.79835 25.51696
0.14186 26.77642
0.68180 26.18353
0.05437 26.12325
-0.76323 27.47638
-0.36632 25.61974
-0.97620 25.94466
-0.19743 27.12719
-2.10340 25.67872
-0.61349 27.97479
0.28830 25.53117
0.73400 26.34474
0.28584 24.68192
0.24244 24.15509
0.79614 27.49682
1.33994 24.41447
0.14333 28.01855
0.02771 28.00241
1.56219 24.79309
-0.50199 26.70174
-0.11964 24.78855
-0.32619 25.21722
-1.57291 26.72249
-0.12730 26.43479
0.09729 25.03136
1.34027 26.60895
-0.60420 25.08822
-0.79062 26.77991
0.44300 25.88690
0.34304 25.13552
0.06816 27.00753
1.49584 24.81531
-0.28072 26.53496
-0.30110 25.04838
-0.01050 25.16247
0.21459 25.52704
1.24477 25.60827
0.44054 25.86739
-0.00401 23.91434
0.32182 26.08738
2.13957 27.16800
-0.18740 26.50979
1.44066 25.61332
-0.51545 26.70031
0.06770 26.08010
0.19612 26.34303
-0.62855 25.80874
-0.12440 27.06762
1.11984 26.92923
0.46623 25.66724
-1.74471 27.52798
0.91229 27.65227
1.33343 23.77323
0.58199 25.26330
2.14762 26.89032
0.69122 25.21135
1.38041 27.02217
0.55770 25.43008
-0.64676 27.70688
0.23163 26.07482
0.12798 26.58014
-1.68753 27.67399
-1.67644 25.78685
-0.69644 25.62822
1.29583 23.89752
-1.78642 28.27116
0.29707 27.31176
-1.21670 26.46729
0.80323 25.68484
-0.96029 27.29084
0.22096 25.12052
0.78092 25.81107
0.68248 25.83123
1.37467 25.38044
-0.51437 28.29405
0.14010 26.14431
-0.95424 25.23228
-0.62274 26.26912
1.24962 25.54349
0.26508 26.15562
1.62194 25.18167
0.38965 27.00056
-0.06458 25.86822
-1.21858 26.07268
-0.67116 25.58613
0.57233 26.24523
0.60705 26.06001
0.89747 24.24505
-0.15758 24.56664
-1.42783 26.68743
0.75632 25.24929
0.24532 26.10775
0.95535 29.33935
-0.03133 24.78468
0.93946 25.22290
-0.70536 27.20048
-0.19437 25.89820
-0.03803 26.27211
-0.40169 26.18956
-1.37450 26.07151
1.91809 26.95702
1.77960 25.48915
1.57242 25.73052
0.79269 25.68201
0.02745 25.88106
-0.40356 24.47575
-0.41807 25.92727
0.69719 25.83005
0.21116 25.40735
0.31139 24.61510
-0.53705 28.13032
-1.83888 24.36833
0.07615 24.64644
-3.66582 27.18047
1.85826 27.68450
1.40521 26.49467
-1.37197 26.19417
0.09997 27.42928
-0.92024 27.97079
0.99183 27.90642
0.40638 25.84051
-1.59183 25.69081
-0.88085 26.36501
1.63650 26.64544
-0.55006 27.13807
-0.77620 25.89201
0.21539 26.19610
-1.66740 25.69287
-0.83971 26.21049
-1.31142 24.84945
0.43042 27.00144
-0.43980 26.64679
0.11237 24.87425
-0.61946 25.85512
0.47585 27.09912
1.56809 27.20798
-1.95027 25.93420
-0.25922 27.43869
2.42082 25.20039
1.11533 27.59391
-0.95752 24.78476
-0.34930 24.36741
2.47247 27.35497
1.28355 23.20688
0.03128 26.95623
1.54337 25.27388
-0.99640 26.79724
1.59846 24.33314
-0.61729 26.26236
0.21850 25.04466
-1.17376 25.86073
0.59412 26.13332
-2.09556 25.51949
-1.17701 25.32954
0.90121 23.95253
1.23347 25.73535
-1.04114 26.79779
0.01505 26.61126
0.78794 26.01476
-1.43202 26.71669
-0.81776 25.56502
-0.48878 25.15414
0.70357 25.42430
-0.23045 25.80121
-0.25048 26.78111
0.29209 25.79067
-0.77227 25.34812
0.51575 25.47079
1.80987 25.30932
-0.36062 25.77139
0.56672 24.90880
-1.51860 26.52551
0.24449 26.23835
0.45446 26.00873
-0.50919 24.65296
-2.41790 25.42736
1.18619 27.17525
2.91941 25.17019
-0.25349 25.78354
0.97338 26.92002
0.63136 26.12570
1.39447 27.59410
-0.15671 26.39026
-0.64851 24.99347
0.21707 26.34406
0.85207 25.73973
0.32052 27.03604
-0.77178 25.04082
1.30064 27.05351
-0.59180 26.40951
0.24777 25.65917
-0.58169 26.51823
1.36605 25.05275
-1.74897 26.91164
-0.63983 25.02616
0.54852 27.41574
-0.03899 25.64672
0.81198 27.28312
-0.81482 24.72612
-1.24825 25.78188
-0.02325 25.90455
0.58683 27.24914
-0.18987 26.16244
-0.16868 26.25999
0.00009 25.41517
-0.29032 23.86907
0.01890 25.01664
0.30492 24.61626
-0.08321 25.15790
-1.05634 27.41651
-1.03302 26.71129
0.47917 27.42680
-0.29440 24.32741
-0.07687 27.03617
-0.44092 28.07939
1.23337 25.60856
0.76134 24.78554
-0.84996 25.79211
-0.89039 26.79703
-0.40944 27.16284
-0.66801 27.61217
0.45798 26.51164
0.80027 25.91803
0.38104 24.58779
0.64179 25.17386
0.16522 25.03477
-0.07707 25.87971
-1.93909 24.79942
-0.80404 24.73870
-0.15166 25.97542
0.30193 26.73764
0.54660 26.60129
0.88441 24.63401
-0.27461 24.70493
-0.84803 26.61938
1.15774 26.77195
1.82355 24.16813
0.71357 26.72531
0.50479 25.31184
-0.16380 23.30247
-0.31161 25.93291
0.37828 26.69773
-0.00392 26.35404
-0.64470 26.02385
-1.35506 25.62104
0.90425 24.84480
-1.62472 26.55706
0.44575 25.23045
-0.07329 25.60468
-0.70938 25.70854
0.95139 24.59435
-1.80583 27.17991
-0.30738 26.46662
-0.69942 25.82993
-0.10381 25.74335
1.12042 27.61522
1.61485 26.55583
-0.12771 27.94035
0.13282 24.97706
-2.03709 26.27462
0.48734 26.33634
-0.15085 24.76187
0.41086 25.42721
0.35986 26.94823
0.70700 26.16710
0.67098 26.11476
-1.32039 25.98951
-0.75411 24.47626
-0.64170 27.61009
0.00923 25.26776
-0.82007 25.71190
-2.00804 26.53013
-0.96704 27.54678
0.48087 25.99389
0.12157 25.90054
-1.20038 25.46422
1.16782 26.61421
0.60025 26.36326
-1.25933 25.23819
-0.29144 26.00379
-1.15210 26.41236
1.99661 28.28738
0.13360 25.58391
0.96465 24.43523
-0.97196 26.67844
-0.02779 26.37993
0.26946 22.95796
0.44154 25.93415
-1.08232 26.54333
-0.34790 26.76359
0.73339 24.88124
2.33309 25.60219
-0.13246 25.79543
-0.42217 23.47873
-1.00402 25.88823
1.15417 26.79087
0.26211 24.34992
-0.17141 23.96922
0.92916 25.87781
-0.49287 26.00603
-0.41624 25.93227
0.37766 25.51042
0.99144 26.26820
-1.14814 26.86329
1.47269 26.25744
0.50778 25.78902
-0.87249 26.75931
-1.00154 25.63839
-0.88007 24.81819
-0.34369 25.56165
-0.72035 25.48121
-0.62157 28.56137
0.14018 26.11645
0.35912 26.02351
-1.77796 27.29805
1.46360 25.00586
1.26576 26.14010
1.17865 24.70766
2.22971 25.16925
-2.23324 25.67571
0.78579 25.57341
0.05650 25.80163
-0.25350 24.37973
-0.07974 25.42015
-0.37823 26.42152
0.40333 26.36521
-0.39073 26.76273
-0.49699 26.13033
-0.80191 26.67236
-0.93915 26.52514
0.56031 24.68847
-1.58543 27.19541
0.64223 26.30068
0.28950 26.46765
0.81032 24.95970
-0.34148 25.13526
0.47561 24.57764
0.51828 26.06410
1.16772 24.33520
-1.02767 26.10484
-0.48903 25.85130
-1.12607 25.53632
1.02949 25.04132
3.30467 26.64167
-0.42601 24.34227
-0.32252 25.17295
-2.34893 26.41867
-0.85515 25.51268
-1.43632 26.06446
1.44882 25.95933
0.47193 27.23610
0.32430 26.59048
0.51971 26.37716
0.67454 27.27900
-1.95265 26.35180
1.44057 25.53193
0.94576 27.18849
-0.33916 25.61076
1.36504 26.57310
-0.62014 24.37698
0.19797 24.91352
0.00284 25.98485
0.32828 26.46649
1.16981 25.09487
0.12261 25.84363
0.36386 25.69589
-2.25446 24.75859
-0.56921 25.22882
-1.46969 26.58002
-1.33086 26.64229
0.51391 26.21781
0.07410 27.54887
2.51315 25.80219
-2.58712 27.79767
0.77813 23.49170
2.22372 25.38487
1.15452 26.89405
0.34505 25.46757
1.56616 26.81404
-0.90652 26.78165
-0.16068 25.57650
-0.37631 25.51524
-0.68752 25.30699
-0.64027 26.52844
1.09443 26.03953
-0.23965 28.44121
-0.93796 25.41699
-0.48282 26.49800
-2.38621 25.88586
1.27635 24.10644
-0.38926 24.24189
1.08418 26.09670
0.26618 26.39829
-1.19756 24.25029
0.51601 26.41794
-0.44284 25.80366
1.67690 26.46008
-0.32104 25.92082
-0.19225 25.08028
0.85459 25.46559
-1.68173 26.00327
0.45016 23.36440
0.30897 25.25178
-0.34764 27.67291
-1.69896 24.86661
1.74846 25.52541
1.42725 26.24305
-1.05755 25.11806
-0.13053 25.34009
-0.33841 26.84234
-1.03834 25.31737
-0.58995 25.61308
1.25294 26.49452
-0.70784 24.89468
0.02091 26.57471
-1.53980 26.85033
-0.07494 26.33253
1.57857 25.21985
0.25750 25.54293
-1.31475 26.05638
0.32969 25.71147
-0.06394 24.63977
-0.38499 25.25539
-2.08548 27.58440
1.41463 25.29486
-0.43273 27.27315
-0.51122 25.25101
-1.32859 28.12507
-0.62421 25.61923
0.14171 26.77423
-0.56011 27.19802
1.50033 25.07886
0.03314 25.42716
-0.00981 26.90907
0.76376 26.79011
0.00906 26.56619
1.15921 25.08723
0.93122 23.56438
0.34737 28.52167
0.43000 26.54917
-0.11839 25.29408
-1.30016 24.85495
-0.09700 27.39504
-0.14655 25.85943
-0.12875 25.68091
-0.37321 26.31289
-0.71152 24.64502
-1.50174 26.61411
-0.47343 25.65609
-0.75203 25.71020
-1.99787 25.28385
-1.19122 25.08004
0.15449 28.05382
-1.05861 25.94668
-0.21826 24.85261
-1.09550 26.65211
0.35827 25.04779
0.93012 26.33735
-1.10828 26.18674
-1.19314 27.55273
-0.02920 26.74804
-0.48448 24.81828
0.16265 26.68122
0.63527 24.10697
-2.50997 25.96812
1.38958 24.97512
0.47752 26.14444
-0.39474 25.60097
1.62403 25.82949
0.01677 24.18636
-1.49026 26.09875
0.08489 25.53629
1.26226 25.45793
-1.61344 27.33408
0.26739 24.08487
-0.73971 27.00612
0.80692 25.56147
-0.11279 28.00131
-1.59441 25.57652
2.63073 25.09593
0.97885 26.71982
0.23162 24.79315
-0.21502 25.08897
1.02518 26.42953
-0.63601 27.48820
-0.28000 24.75578
-0.02964 25.43218
-0.82099 25.91161
0.91553 26.23245
0.13040 25.35330
-0.95756 26.53755
-0.51634 25.04772
-0.33363 24.98808
-2.02144 25.56663
1.73129 26.42936
1.15208 27.24265
0.33363 25.94106
-0.83967 23.77284
0.91065 25.51027
-0.83801 26.47613
0.74899 25.09687
-0.03740 26.93425
-1.21790 26.57230
0.26799 25.96893
0.93072 25.54317
-0.52627 27.20109
-0.17914 27.10378
-0.75318 24.86694
-0.09132 27.47012
-0.60478 26.94630
1.27328 26.20096
0.82563 25.68973
-0.21409 26.81084
-0.38850 25.23497
-0.17513 24.83925
-0.10611 24.35420
0.82462 27.24406
1.60939 24.94466
0.85647 26.49429
-0.58523 27.50361
-1.21672 26.10247
-0.09604 26.71073
0.75427 25.20450
-0.68992 27.91304
0.34090 26.90606
1.29298 27.22983
-1.13214 27.66592
-0.02109 26.44196
1.32037 25.54906
-0.71895 25.08775
0.45822 24.89540
-0.11094 25.98187
1.37442 25.09418
-1.46638 25.77856
-1.25723 24.89963
1.05390 26.06969
0.40354 24.71757
1.67018 24.69289
-1.03602 26.83178
-0.70186 26.41081
0.30692 27.94238
0.33533 23.98950
-0.00553 25.27341
-1.22481 26.87901
0.83562 25.29725
0.69167 26.11185
0.63067 26.73307
-2.97122 24.69225
-0.34516 24.89521
-1.59890 27.92156
0.82124 25.27763
0.19655 25.14673
-0.28064 25.02572
-1.01386 28.04979
-0.00029 26.05505
-1.70479 25.94017
1.21266 27.01743
0.00228 25.87941
0.38587 26.68832
-1.66516 27.10575
0.11178 25.35736
1.72655 25.18427
1.20741 27.04202
0.61717 25.17042
-0.35597 28.23138
-0.38040 25.24274
0.06472 25.55099
1.56320 26.02871
0.38386 25.31663
0.00755 26.55003
-1.13592 26.56495
-0.38405 25.44821
0.63821 26.34480
0.84418 26.06009
0.26631 25.57022
1.28742 25.94157
-0.62938 25.97557
-0.46339 24.07944
-0.34079 26.14969
0.45334 26.16122
0.45744 27.68119
-0.16801 25.23382
-0.32110 26.69035
0.46564 25.05093
-0.81998 25.97778
-0.05570 25.85227
-1.18902 25.69703
-2.25267 27.51866
0.03831 27.54811
-0.55442 24.43900
0.13784 25.60891
-1.47568 26.91694
-0.29762 25.24562
1.19014 26.36969
0.24908 27.01323
0.66637 26.33596
3.05447 25.74700
1.21474 24.43532
2.04183 26.42968
1.40314 25.65001
-1.37403 25.15229
-1.05512 26.08354
-1.41679 26.39221
0.24183 25.64070
-0.37670 25.68554
0.45436 25.69777
-0.77293 24.50886
-0.79589 27.50845
-0.69997 27.72560
-0.83587 25.57343
-0.08056 25.85375
0.20420 27.76345
0.06627 25.64445
1.01870 26.12782
0.22016 24.73214
-0.08393 26.46211
-1.03180 27.03901
0.43807 25.67923
1.31711 27.51403
0.93033 25.02524
1.08882 26.50407
0.21500 26.06022
-0.09671 25.60458
-0.71771 25.90866
-1.37239 25.25442
1.16947 24.49124
1.04268 25.76667
2.05647 25.15661
1.94887 25.11661
-0.61422 27.11312
-0.93042 24.36272
1.09377 26.91557
-0.72656 27.81851
0.87222 26.41030
-0.95700 26.97960
-1.64006 26.73115
-1.13282 25.67836
-1.00297 26.23257
-0.39537 25.97528
-0.37665 26.05225
-1.56478 26.28946
0.50182 25.15177
0.39707 25.94265
-0.70313 26.04933
-0.39001 24.53764
1.37689 25.78314
0.87609 26.44232
-2.57774 25.15424
0.87971 26.78787
1.14000 24.14668
-0.53287 26.02346
1.26491 26.15323
-1.47634 28.30100
0.50500 25.78920
1.41262 25.39738
-0.86533 26.09354
0.35494 26.32410
-0.36454 24.24653
-0.86049 25.79889
-1.47632 26.24178
-0.42461 26.14674
0.34458 27.00957
1.45812 26.35698
-0.22439 26.16888
0.82941 24.31998
1.27769 26.08524
-0.02890 25.93268
0.59294 23.59658
-0.58676 24.64943
0.56645 25.64951
-1.50994 27.31346
-0.71913 24.28737
-0.36201 26.42161
-0.38823 23.93509
1.61241 25.12209
0.35159 26.48291
0.75695 25.17581
-0.18985 26.94443
-0.16463 26.43661
-1.17436 24.82488
2.34749 25.36705
0.99473 24.90612
-0.42658 24.88679
-0.53391 24.89292
-0.33896 25.21693
-0.99966 24.66857
-0.39499 26.92705
-0.35896 26.83121
0.60674 24.56946
1.90056 25.47800
0.49909 24.86849
1.72150 27.63817
-0.08746 24.99319
-0.95913 27.96781
0.82376 25.30195
-0.88662 27.36394
-0.85795 25.86570
-0.03338 25.75440
0.69757 25.82857
-1.17317 26.38969
-1.88903 27.06270
-1.51746 25.20445
0.11546 25.72874
-0.81762 26.39845
0.20480 26.13798
0.43824 26.39163
0.24335 27.25812
0.00530 25.48046
1.20987 25.67973
-0.45986 26.14630
-1.65046 28.23689
1.13181 26.88973
0.73091 26.73177
-2.27292 27.22854
0.86510 25.29593
-0.63644 26.47863
-2.60910 26.89092
1.87837 25.38102
-1.45187 29.36135
0.75936 27.66823
0.65766 24.56008
0.21852 25.16313
-0.31752 27.64413
1.30867 23.89609
-0.28507 25.61064
0.60034 25.57031
-0.70643 26.69932
-0.65494 26.50597
1.54707 24.57632
-1.21898 26.04295
0.59957 27.68792
0.76130 26.78329
-1.19806 26.09078
-0.72994 27.13415
1.52927 23.98867
-1.31997 26.42963
-1.29554 25.03571
-0.43605 25.21079
0.49219 25.25319
-1.07258 24.92830
-2.17255 25.53376
-0.06344 26.50456
-1.12811 27.36485
0.53318 26.97872
0.09304 26.23494
-1.96602 25.63880
0.21679 25.14920
0.81587 27.75733
0.64931 25.11491
0.64771 25.38830
-0.23332 23.67596
-1.49312 24.30749
0.50842 25.82376
0.36728 26.97779
0.32120 26.77609
0.08844 25.41722
-0.21224 26.52195
1.44053 25.08251
-1.61585 26.82844
1.55891 25.26280
1.92221 26.85749
1.36055 25.61310
-0.08102 27.95213
0.03858 27.47311
0.53446 25.89763
1.17878 25.03620
-0.79745 26.87786
0.50484 26.85409
-0.92399 26.68701
0.65895 25.38989
1.26623 25.95209
-1.24828 26.42635
0.04507 26.50057
0.00311 25.89622
-0.12445 25.59239
0.02291 26.26217
-0.28233 25.92098
-2.04814 26.38654
0.79498 25.34750
0.16508 26.67773
1.70412 24.28611
2.29711 25.47255
-0.99609 26.99795
0.00310 26.89762
-0.76337 26.58509
0.89134 25.90631
1.39197 25.71079
0.47077 27.41586
-0.83955 26.00038
0.81157 25.47524
-0.43519 24.92496
0.82514 25.76967
1.19885 23.95155
0.64971 25.51957
-0.76151 25.15178
-1.32134 25.48443
1.37118 25.76922
0.22452 25.83063
1.71505 24.34201
-1.02887 27.62593
-0.34468 26.61777
1.02466 26.26240
-1.98311 25.79679
0.48419 24.52411
1.95803 25.64853
-0.87446 26.05546
0.18731 25.96088
-0.11833 26.63162
-0.27206 24.01285
-0.63652 26.85643
-0.34910 26.15865
-0.72703 25.53279
-1.58289 26.77420
0.24282 24.37081
-0.62513 26.37292
-0.24954 25.45108
-1.35796 26.01018
-1.69511 26.74836
0.37161 26.63494
0.30300 24.75726
-1.00981 26.79320
0.77529 27.54826
0.75904 25.99740
1.85023 26.13226
1.65855 25.73722
-0.39489 24.46015
-1.82878 25.91102
-0.28048 26.77574
-0.19631 26.51601
0.00431 25.89470
-0.72616 27.76835
0.53987 26.52543
0.30814 26.31144
-0.26362 26.01137
-0.38236 25.91811
0.74850 24.89103
-0.30947 26.82652
-0.46192 26.43442
-1.17328 26.61585
-1.66160 27.56832
0.15263 25.87432
2.00436 24.94469
1.15332 25.54616
-0.19714 26.36487
-0.47070 26.17428
-0.72032 25.82101
0.57898 25.02730
-3.05788 26.40296
0.35431 26.42336
-0.93708 25.67840
-1.37328 26.58831
-1.54793 26.09930
-0.17302 25.50740
-0.39312 24.90740
-0.68007 27.17803
-0.91401 27.08358
1.42254 27.15067
-0.16180 26.12687
0.38029 24.95610
1.25204 26.74800
1.29930 25.94875
0.68456 26.54121
-0.45458 26.96375
-0.00114 25.38311
0.49130 26.00550
-1.11436 28.24346
1.66819 24.84214
0.51613 24.93663
0.42894 23.95137
-1.56245 27.70760
1.05256 25.93751
-1.10731 24.63235
-0.11100 24.36028
-1.07255 26.18350
-0.26995 24.23930
-0.09224 24.96394
-1.33759 26.47568
0.17442 26.19224
1.79739 24.85448
0.55406 23.82775
2.30494 25.72209
-2.33203 26.34006
-0.65297 24.96532
0.52075 26.67759
-0.86854 25.95443
1.46426 25.97429
-0.04516 26.59302
-0.20107 25.86121
2.32811 25.31583
0.50818 26.24646
-0.60172 26.59854
0.14228 26.67346
0.92999 23.34954
-0.25819 24.30300
0.47217 26.13112
0.31758 25.58983
-0.01381 24.55568
1.06303 26.20423
-2.24886 26.45284
-0.47354 27.12848
-0.22974 25.06622
-0.46053 25.67245
0.73796 25.95699
-0.61603 26.66800
-0.92709 25.98688
0.25038 25.08173
-0.12830 27.43719
1.24879 25.60550
0.18081 25.49308
-0.10332 26.10858
1.35924 27.52680
1.36645 25.39887
-1.13834 27.63726
-0.09696 25.82209
0.70875 23.32455
-1.82743 25.73873
1.75080 26.75908
0.50429 26.34375
0.70154 27.72813
0.87282 26.52886
1.40958 26.04705
0.77936 25.72309
-0.14413 26.20839
-0.19425 25.36045
1.75130 24.01906
0.29775 25.53699
-0.88023 26.35615
-1.61295 24.62105
0.15414 25.65691
-0.17476 25.79546
0.53363 26.13769
0.05229 27.23898
-0.43434 25.48109
-0.57724 28.81590
-0.67989 26.38188
2.17672 23.97466
0.32014 27.03870
-0.48572 24.81046
0.14029 25.52443
-1.23361 27.57271
-1.35364 24.33520
-2.36226 27.50391
-1.26018 26.44351
0.62076 24.04494
-0.81662 25.93697
1.12926 24.90260
1.33271 26.04911
0.17521 25.35631
-0.61840 24.39770
-0.14801 25.03830
-0.40594 25.32110
0.10976 24.55994
1.52146 26.72789
2.11413 25.23125
-0.39791 27.68053
-0.47122 27.31882
-1.45759 25.38302
1.03147 24.41910
0.99370 24.83766
1.52283 24.54030
0.86969 25.07282
-0.35379 26.69672
2.30481 24.50482
0.32551 25.08983
0.76903 25.39306
0.78961 26.25687
-0.08063 27.50770
1.85317 26.52430
-0.74520 27.29796
0.67701 27.04413
-0.48809 25.23278
1.50182 26.55407
-0.06357 25.49716
0.39569 25.90298
-0.72268 25.16516
0.61109 25.82642
0.57995 26.14577
-0.22280 26.50523
0.13959 25.16039
-1.46869 26.17047
0.72627 26.94432
0.25298 25.57835
-1.17155 25.94356
-0.70053 27.38175
-1.17226 23.85178
-0.77196 26.95133
-0.96022 26.11882
-1.37854 25.21226
-0.65560 25.79538
-1.34972 25.84310
-0.44954 26.56121
0.60031 26.32789
-0.87930 26.63800
1.55972 25.05266
-0.91016 25.31590
0.15608 26.52773
0.35787 25.78425
1.80593 27.04536
-1.01469 28.63918
-0.05203 27.04753
1.62334 26.42583
-0.25833 25.23005
-0.10448 26.64221
-1.87994 25.29332
-2.00690 26.85953
0.17118 23.05057
-1.77300 26.33241
-1.42859 26.11502
0.22606 25.31308
0.22220 25.67956
-0.09918 23.92877
1.36761 25.85353
-2.45895 25.46750
-0.83269 27.03112
0.23350 24.41994
-0.88948 25.25809
0.29628 27.17714
0.34497 26.11644
0.14825 25.11627
0.26302 25.55736
-0.56599 25.42474
2.81241 25.69465
-0.59050 25.29558
-1.61617 26.87607
-2.30801 27.79714
1.40312 26.22548
0.97231 26.47918
-0.81151 26.05669
-0.21885 27.60915
-1.69205 26.31072
-1.40882 26.21820
-0.36502 27.21432
0.19674 23.96526
0.41903 25.94064
-0.65172 25.83588
-0.27605 24.87761
-0.25971 25.92073
0.56703 25.54446
-0.71550 25.83504
-1.98963 27.23029
0.10775 25.48517
0.77731 27.20602
0.31925 26.90640
0.93110 25.94015
0.32703 25.56356
-0.80147 25.65498
-0.23038 28.07511
0.37868 27.05671
1.90232 24.72956
-0.13184 25.25519
-0.16148 26.17293
0.88528 24.71825
1.32735 25.90919
-1.07641 25.31472
-0.64018 26.61198
-0.16506 25.75158
1.17043 26.60221
-0.19766 26.22997
-0.83042 27.86707
0.09276 25.67524
-1.18562 27.02950
-0.07444 27.08225
-0.60435 26.98212
0.99622 25.01861
1.16145 27.08068
-1.56459 27.44536
2.55894 25.27374
-1.06300 26.38106
-1.51467 26.23109
-0.86460 27.55115
-0.20707 26.62825
-1.52494 24.44826
0.92846 24.25297
1.36509 29.10031
-1.25528 26.02907
1.55151 25.38039
-0.64327 26.66522
2.54613 24.93324
1.02102 26.72260
-0.82622 25.91874
0.21073 24.89203
-0.79174 26.88487
0.11173 25.70785
0.18999 27.10146
0.14514 25.27183
-1.16590 26.57389
-0.57081 26.77891
-0.04523 25.14112
0.33792 26.91765
-0.28517 26.17033
0.88761 24.78471
-0.79084 27.11863
-0.84114 26.13031
0.56085 26.66366
0.52684 23.13124
1.62051 24.46354
0.00955 25.53877
0.62423 24.64405
-0.28534 25.33268
-0.09182 25.59312
0.15556 25.50723
-0.64008 26.31838
0.88129 25.23653
-0.30889 25.76274
-1.08090 25.71444
1.00539 28.21353
1.05351 25.29658
-0.24440 27.21789
-1.64149 26.98109
0.50284 25.79629
-0.80123 26.54481
-0.45840 24.27655
1.10367 25.45578
-2.39324 27.58069
2.11616 23.86522
-0.45499 26.13403
-0.55376 26.05742
-0.72221 25.85877
0.63633 25.23119
-1.60894 23.46984
0.06202 24.92605
0.69422 25.44047
-0.10469 26.06341
0.61945 26.33034
-0.51765 26.25068
1.51863 24.10338
0.71347 25.63690
0.91823 26.41955
1.12495 24.42553
1.04603 24.26399
-0.78003 27.59897
0.31550 25.40581
0.09073 28.75906
0.00445 24.99311
1.01753 24.24172
-0.33537 26.40997
1.29127 25.62405
-2.03041 25.92545
-0.69232 25.32377
0.49904 25.85029
-1.12658 28.62637
-0.83117 25.39716
-0.40585 24.30719
0.32980 26.33243
-0.10865 27.84614
0.69366 25.58267
1.02731 27.74303
